id,restaurant_name,original_location,country,region,province,city,meals,cuisines,special_diets,features,avg_rating,total_reviews_count
4395,The Castle at Great Leighs,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Essex"", ""Chelmsford"", ""Great Leighs""]",England,Essex,Chelmsford,Great Leighs,"Breakfast, Lunch, Dinner, Brunch",British,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",4.5,865.0
4396,The Navigation Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Leicestershire"", ""Loughborough"", ""Barrow Upon Soar""]",England,Leicestershire,Loughborough,Barrow Upon Soar,"Lunch, Dinner, Breakfast, After-hours, Drinks","Bar, British, Pub","Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Street Parking, Wine and Beer, Free Wifi, Accepts Credit Cards, Waterfront, Dog Friendly",4.0,151.0
4397,The Exchequer,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Hampshire"", ""Fleet"", ""Crookham Village""]",England,Hampshire,Fleet,Crookham Village,"Lunch, Dinner, Brunch, Drinks","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Free off-street parking, Wine and Beer, Gift Cards Available",4.5,863.0
4398,The Malthouse,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Rishworth""]",England,Yorkshire,West Yorkshire,Rishworth,"Lunch, Dinner","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Free Wifi",4.0,237.0
4399,The Booth Wood Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Rishworth""]",England,Yorkshire,West Yorkshire,Rishworth,"Lunch, Dinner, After-hours","Bar, British, Pub, International, Grill","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music",4.5,580.0
4400,Fox & Rabbit,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""North Yorkshire"", ""Lockton""]",England,Yorkshire,North Yorkshire,Lockton,"Lunch, Dinner, Brunch, After-hours","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly",4.5,704.0
4401,The Donkey,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Surrey"", ""Farnham"", ""Tilford""]",England,Surrey,Farnham,Tilford,"Lunch, Dinner, Brunch","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.5,699.0
4402,Asma Turkish Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Merseyside"", ""Wirral"", ""Moreton""]",England,Merseyside,Wirral,Moreton,"Lunch, Dinner, Drinks","Mediterranean, Turkish, Middle Eastern","Vegetarian Friendly, Vegan Options","Reservations, Seating, Serves Alcohol, Table Service, Gift Cards Available",5.0,146.0
4403,The Fox and Duck,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Hertfordshire"", ""Royston"", ""Therfield""]",England,Hertfordshire,Royston,Therfield,"Lunch, Dinner, Brunch","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Playgrounds, Dog Friendly, Gift Cards Available",4.5,584.0
4404,King William Inne,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Somerset"", ""Bridgwater"", ""Catcott""]",England,Somerset,Bridgwater,Catcott,"Lunch, Dinner, Brunch, Drinks","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Free off-street parking, Wine and Beer, Dog Friendly, Family style, Gift Cards Available",4.5,207.0
4405,Quarmby's Delicatessen & Coffee House,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""North Yorkshire"", ""Sheriff Hutton""]",England,Yorkshire,North Yorkshire,Sheriff Hutton,"Breakfast, Lunch, Brunch","Cafe, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Table Service",5.0,133.0
4406,The Talkhouse,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Oxfordshire"", ""Oxford"", ""Stanton Saint John""]",England,Oxfordshire,Oxford,Stanton Saint John,"Lunch, Dinner, Drinks","Bar, British, Pub",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",4.5,27.0
4407,The Mole Inn Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Oxfordshire"", ""Oxford"", ""Toot Baldon""]",England,Oxfordshire,Oxford,Toot Baldon,"Lunch, Dinner, After-hours, Drinks","Bar, European, British, Gastropub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Highchairs Available, Wheelchair Accessible, Free Wifi, Gift Cards Available, Reservations, Outdoor Seating, Seating, Parking Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Credit Cards, Table Service, Free off-street parking",4.5,809.0
4408,The Chandos Arms,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Buckinghamshire"", ""Aylesbury Vale"", ""Aylesbury"", ""Weston Turville""]",England,Buckinghamshire,Aylesbury Vale,Weston Turville,"Drinks, Lunch, Dinner, Brunch","Bar, British, Pub","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Street Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service",4.5,257.0
4409,The Farmyard Cafe and Farm Shop,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Buckinghamshire"", ""Aylesbury Vale"", ""Aylesbury"", ""Stoke Mandeville""]",England,Buckinghamshire,Aylesbury Vale,Stoke Mandeville,"Breakfast, Lunch, Brunch",Cafe,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Takeout, Outdoor Seating, Buffet, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Accepts Visa, Digital Payments, Free Wifi, Table Service",4.5,125.0
4410,The Woolpack,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Buckinghamshire"", ""Aylesbury Vale"", ""Aylesbury"", ""Stoke Mandeville""]",England,Buckinghamshire,Aylesbury Vale,Stoke Mandeville,"Lunch, Dinner, Brunch, After-hours","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",3.5,998.0
4411,The Akeman Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Buckinghamshire"", ""Aylesbury Vale"", ""Aylesbury"", ""Kingswood""]",England,Buckinghamshire,Aylesbury Vale,Kingswood,"Breakfast, Lunch, Dinner, Brunch, After-hours","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,1100.0
4412,Canaletto,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Buckinghamshire"", ""Aylesbury Vale"", ""Aylesbury"", ""Kingswood""]",England,Buckinghamshire,Aylesbury Vale,Kingswood,"Lunch, Dinner, Drinks","Pub, Italian, Mediterranean","Gluten Free Options, Vegetarian Friendly, Vegan Options","Seating, Parking Available, Free off-street parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Reservations, Highchairs Available, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",4.5,698.0
4413,The Barnbow Stonehouse Pizza & Carvery,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""North Yorkshire"", ""Scarborough District"", ""Crossgates""]",England,Yorkshire,North Yorkshire,Crossgates,"Lunch, Dinner","Bar, British, Pub",Vegetarian Friendly,"Highchairs Available, Gift Cards Available, Reservations, Outdoor Seating, Seating, Parking Available, Free off-street parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Visa, Free Wifi, Accepts Credit Cards",3.0,223.0
4414,Hambledon Village Shop & Post Office,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Surrey"", ""Godalming"", ""Hambledon""]",England,Surrey,Godalming,Hambledon,"Brunch, Breakfast, Lunch","Cafe, British, Deli, Healthy","Vegetarian Friendly, Vegan Options","Takeout, Outdoor Seating, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Free Wifi, Seating, Accepts Credit Cards",4.5,44.0
4415,The Cottage Kitchen Country Cafe,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Staffordshire"", ""Leek"", ""Winkhill""]",England,Staffordshire,Leek,Winkhill,"Brunch, Drinks, Breakfast, Lunch","British, Cafe","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Validated Parking, Accepts Credit Cards, Table Service",4.5,562.0
4416,Smugglers Den Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cornwall"", ""Truro District"", ""Cubert""]",England,Cornwall,Truro District,Cubert,"Lunch, Dinner, Brunch, After-hours","Bar, British, Pub, International","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Playgrounds, Dog Friendly",4.0,1166.0
4417,Coach & Horses,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Essex"", ""Saffron Walden"", ""Newport""]",England,Essex,Saffron Walden,Newport,"Lunch, Dinner, Brunch","Pub, Bar, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Buffet, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Private Dining, Wine and Beer, Accepts Credit Cards, Table Service",4.5,283.0
4418,Salt Bar & Kitchen,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Saltaire""]",England,Yorkshire,West Yorkshire,Saltaire,"Dinner, Lunch, After-hours, Drinks","Bar, Pizza, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music",4.0,510.0
4419,The Heathfield Farm,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Birkenshaw""]",England,Yorkshire,West Yorkshire,Birkenshaw,"Breakfast, Lunch, Dinner, Brunch",British,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards",4.5,1689.0
4420,The Golden Fleece,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Birkenshaw""]",England,Yorkshire,West Yorkshire,Birkenshaw,"Lunch, Dinner, Drinks","British, Pub, Gastropub, Bar","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Outdoor Seating, Accepts Credit Cards, Table Service, Live Music",4.0,570.0
4421,Borsalino Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""Scotland"", ""Aberdeenshire"", ""Aberdeen"", ""Peterculter""]",Scotland,Aberdeenshire,Aberdeen,Peterculter,"Lunch, Dinner, After-hours","Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Table Service",4.5,299.0
4422,The Thatch,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Devon"", ""Braunton"", ""Croyde""]",England,Devon,Braunton,Croyde,"Breakfast, Lunch, Dinner, Brunch, After-hours","Bar, British, Pub, Brew Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Dog Friendly",4.0,1783.0
4423,Biffen's Kitchen,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Devon"", ""Braunton"", ""Croyde""]",England,Devon,Braunton,Croyde,"Breakfast, Dinner","Street Food, Japanese Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Outdoor Seating, Accepts Credit Cards, Digital Payments, Gift Cards Available",5.0,276.0
4424,The Manor House Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Devon"", ""Braunton"", ""Croyde""]",England,Devon,Braunton,Croyde,"Lunch, Dinner, Brunch","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Outdoor Seating, Seating, Parking Available, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Validated Parking, Accepts Credit Cards, Table Service, Playgrounds",4.0,847.0
4425,Hobb's Bistro,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Devon"", ""Braunton"", ""Croyde""]",England,Devon,Braunton,Croyde,"Lunch, Dinner, After-hours","British, Grill",Vegetarian Friendly,"Free Wifi, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",4.0,281.0
4426,Blue Groove,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Devon"", ""Braunton"", ""Croyde""]",England,Devon,Braunton,Croyde,"Lunch, Drinks, Breakfast, Dinner, Brunch","Cafe, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service, Playgrounds, Dog Friendly",4.5,937.0
4427,The Crown,"[""Europe"", ""United Kingdom (UK)"", ""Wales"", ""North Wales"", ""Island of Anglesey"", ""Aberffraw""]",Wales,North Wales,Island of Anglesey,Aberffraw,"Lunch, Dinner, Brunch, Drinks","Bar, British, Pub, Welsh","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Television, Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly",4.5,560.0
4428,The Poacher & Partridge,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Kent"", ""Tonbridge"", ""Tudeley""]",England,Kent,Tonbridge,Tudeley,"Lunch, Dinner, Brunch, Drinks","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",4.0,778.0
4429,The Fox Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Suffolk"", ""Saxmundham"", ""Darsham""]",England,East Anglia,Suffolk,Darsham,"Lunch, Dinner, Drinks","Bar, British, Pub","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Delivery, Street Parking, Free off-street parking, Wine and Beer, Free Wifi, Dog Friendly",4.5,148.0
4430,The Brewers Arms,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""East Riding of Yorkshire"", ""Goole"", ""Snaith""]",England,Yorkshire,East Riding of Yorkshire,Snaith,"Lunch, Dinner, Breakfast, After-hours","Bar, British, Pub","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Wheelchair Accessible",4.0,142.0
