id,restaurant_name,original_location,country,region,province,city,meals,cuisines,special_diets,features,avg_rating,total_reviews_count
291,Le Patio d'Hauteville,"[""Europe"", ""France"", ""Nouvelle-Aquitaine"", ""Lot-et-Garonne"", ""Penne d'Agenais""]",France,Nouvelle-Aquitaine,Lot-et-Garonne,Penne d'Agenais,"Lunch, Dinner","French, European",Vegetarian Friendly,"Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Reservations, Street Parking, Accepts Mastercard, Accepts Visa, Digital Payments, Table Service, Validated Parking",4.0,234.0
292,Maurin des Maures,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""French Riviera - Cote d'Azur"", ""Rayol-Canadel-sur-Mer""]",France,Provence-Alpes-Cote d'Azur,French Riviera - Cote d'Azur,Rayol-Canadel-sur-Mer,"Breakfast, Lunch, Dinner","Mediterranean, French, European",Vegetarian Friendly,"Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Reservations, Accepts Credit Cards, Table Service",4.0,587.0
293,Restaurant Eleonore,"[""Europe"", ""France"", ""Nouvelle-Aquitaine"", ""Dordogne"", ""Monpazier""]",France,Nouvelle-Aquitaine,Dordogne,Monpazier,"Breakfast, Dinner, Lunch","French, European","Vegan Options, Gluten Free Options, Vegetarian Friendly","Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Reservations, Outdoor Seating, Seating, Digital Payments, Accepts Credit Cards, Table Service, Full Bar, Free Wifi",4.5,179.0
294,Casquette et Chapeau,"[""Europe"", ""France"", ""Occitanie"", ""Aude"", ""Carcassonne"", ""Montolieu""]",France,Occitanie,Aude,Montolieu,"Lunch, Dinner, Drinks","French, Mediterranean, European",Vegetarian Friendly,"Reservations, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Outdoor Seating, Full Bar, Accepts Credit Cards, Table Service",4.5,234.0
295,Kaese Alp,"[""Europe"", ""Germany"", ""Bavaria"", ""Swabia"", ""Hopferau""]",Germany,Bavaria,Swabia,Hopferau,"Lunch, Dinner","Hungarian, German, Central European, European",Vegetarian Friendly,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Digital Payments, Table Service",4.0,149.0
296,Oskar - Das Wirtshaus am Markt,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Upper Franconia"", ""Bayreuth""]",Germany,Bavaria,Franconia,Bayreuth,"Breakfast, Lunch, Dinner, Brunch, After-hours","German, European, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,843.0
297,Hansls Holzofenpizzeria,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Upper Franconia"", ""Bayreuth""]",Germany,Bavaria,Franconia,Bayreuth,"Lunch, Dinner, After-hours","Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service",4.5,150.0
298,Liebesbier,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Upper Franconia"", ""Bayreuth""]",Germany,Bavaria,Franconia,Bayreuth,"Breakfast, Lunch, Dinner","German, Bar, European, Central European","Vegetarian Friendly, Vegan Options","Free Wifi, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",4.0,504.0
299,Bier Adam,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Berchtesgaden""]",Germany,Bavaria,Upper Bavaria,Berchtesgaden,"Lunch, Dinner, After-hours","German, European, Central European, Gastropub",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",4.0,469.0
300,s'Wirtshaus Restaurant,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Oberammergau""]",Germany,Bavaria,Upper Bavaria,Oberammergau,"Lunch, Dinner","German, European, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,326.0
301,Restaurant Bollywood Tandoori,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Garmisch-Partenkirchen""]",Germany,Bavaria,Upper Bavaria,Garmisch-Partenkirchen,"Lunch, Dinner, After-hours","Indian, Asian","Vegetarian Friendly, Vegan Options","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Table Service",4.5,257.0
302,Hofbraustuberl,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Garmisch-Partenkirchen""]",Germany,Bavaria,Upper Bavaria,Garmisch-Partenkirchen,"Lunch, Dinner, After-hours","European, Central European, German",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",4.5,458.0
303,Maronis,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Garmisch-Partenkirchen""]",Germany,Bavaria,Upper Bavaria,Garmisch-Partenkirchen,"Lunch, Dinner, Drinks","German, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",4.5,206.0
304,"Mukkefuck Bistro, Cafe, Restaurant","[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Garmisch-Partenkirchen""]",Germany,Bavaria,Upper Bavaria,Garmisch-Partenkirchen,"Lunch, Dinner, Brunch, After-hours","German, Cafe, European, Central European","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available",4.5,480.0
305,Gasthaus Braeuwastl,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Garmisch-Partenkirchen""]",Germany,Bavaria,Upper Bavaria,Garmisch-Partenkirchen,"Lunch, Dinner, Drinks","German, European",Vegetarian Friendly,"Wheelchair Accessible, Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Serves Alcohol, Wine and Beer, Digital Payments, Cash Only, Free Wifi, Table Service, Full Bar",4.0,130.0
306,Akrams Restaurant,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Garmisch-Partenkirchen""]",Germany,Bavaria,Upper Bavaria,Garmisch-Partenkirchen,"Lunch, Dinner, After-hours","Indian, Asian, Middle Eastern, International","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",4.5,206.0
307,Werdenfelser Hof,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Garmisch-Partenkirchen""]",Germany,Bavaria,Upper Bavaria,Garmisch-Partenkirchen,"Lunch, Dinner, Drinks","German, European, Gastropub, Beer restaurants",Vegetarian Friendly,"Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Wheelchair Accessible, Wine and Beer, Accepts Credit Cards, Live Music, Dog Friendly, Non-smoking restaurants",4.0,260.0
308,BLOCK HOUSE Elisenhof,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner","Steakhouse, Barbecue, European","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,303.0
309,Seerose,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, After-hours","Italian, Mediterranean, European",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",3.5,262.0
310,CA`D`ORO,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, Drinks, After-hours",Italian,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Delivery, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Reservations, Street Parking, Highchairs Available, Accepts Credit Cards, Table Service",4.0,1310.0
311,Bellevue,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Breakfast, Lunch, Dinner, Drinks","Cafe, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Takeout, Highchairs Available, Wine and Beer, Free Wifi, Accepts Credit Cards",4.0,63.0
312,Ristorante Bei Mario,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, After-hours","Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",3.5,210.0
313,Zum Durnbraeu,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, After-hours","German, European, Central European",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.5,1667.0
314,Taverna del Sud,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, After-hours","Italian, Mediterranean, European",Vegetarian Friendly,"Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Outdoor Seating, Highchairs Available, Full Bar",3.5,226.0
315,Deli Kitchen,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,Breakfast,Cafe,Vegan Options,"Reservations, Seating",4.0,13.0
316,Rosso Mille Miglia,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, Drinks","Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Wine and Beer",4.5,664.0
317,Sappralott,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, After-hours, Drinks","German, European, Central European, Bar",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Television",4.0,141.0
318,Trattoria Da Fausto,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner","Italian, Seafood, Mediterranean, European, Healthy, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Street Parking, Accepts Credit Cards, Table Service",4.5,1051.0
319,Paulaner im Tal,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, Drinks","Gastropub, German, European, Central European",Vegetarian Friendly,"Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Reservations, Outdoor Seating, Seating, Full Bar, Accepts Credit Cards, Table Service",4.0,1197.0
320,Bachmaier Hofbrau,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, Brunch, Drinks","German, Bar, European, Central European, International",Vegetarian Friendly,"Takeout, Seating, Television, Highchairs Available, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Reservations, Wheelchair Accessible, Full Bar, Accepts Credit Cards, Table Service",4.0,341.0
321,Irmi,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, After-hours, Drinks","German, European, Central European","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, Digital Payments, Gift Cards Available",4.5,225.0
322,Brenner Grill,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Breakfast, Lunch, Dinner, Brunch, After-hours","Mediterranean, Barbecue, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.0,1895.0
323,SAM - Sushi And Meat,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner","Sushi, Asian, Japanese","Vegetarian Friendly, Vegan Options","Reservations, Seating, Serves Alcohol, Table Service",4.5,39.0
324,Restaurant 181 Business,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Brunch, Lunch, Dinner","European, Deli, Healthy, International","Vegetarian Friendly, Vegan Options","Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",4.0,760.0
325,Eclipse,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, Brunch, After-hours","Mediterranean, Barbecue, Middle Eastern, Israeli, International, Grill","Vegetarian Friendly, Vegan Options, Kosher, Gluten Free Options","Highchairs Available, Delivery, Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Free Wifi, Gift Cards Available",4.5,247.0
326,Kerala,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner","Indian, Asian","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service",3.5,154.0
327,Burg Pappenheim,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner","German, Bar, European, Central European",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service, Highchairs Available",4.5,178.0
328,Wildmosers,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, After-hours, Drinks","German, Bar, Cafe, European, Central European",Vegetarian Friendly,"Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",3.0,411.0
329,Airbrau Next to Heaven,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Breakfast, Lunch, Dinner, Brunch, After-hours, Drinks","German, Bar, European, Central European",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,322.0
330,Dallmayr,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Breakfast, Lunch","German, Cafe, European, International","Vegetarian Friendly, Gluten Free Options","Free Wifi, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",3.5,422.0
331,Vino e Gusto,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner","Italian, European, Wine Bar, Mediterranean","Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Seating, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Full Bar",4.0,180.0
332,Restaurant Pils Corner,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner","German, Grill, Croatian, Barbecue, Central European",Vegetarian Friendly,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",5.0,253.0
333,Taverna Limani,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner","Seafood, Mediterranean, European, Greek","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.5,805.0
334,Andechser am Dom,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, Brunch, After-hours, Drinks","German, Bar, European, Central European","Vegetarian Friendly, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",4.0,1325.0
335,Buffet Kull,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Dinner, After-hours","French, Seafood, European","Vegetarian Friendly, Vegan Options","Outdoor Seating, Seating, Street Parking, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Full Bar",4.5,228.0
336,Cafe-Bistro Dallmayr,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,Lunch,"Cafe, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Reservations, Accepts Credit Cards, Table Service",4.5,930.0
337,Gaststätte Faun,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Breakfast, Lunch, Dinner, Brunch, After-hours","German, Bar, European, Central European",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Television, Serves Alcohol, Full Bar, Table Service, Highchairs Available",4.0,171.0
338,Vinothek by Geisel,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, After-hours","German, European, Wine Bar, Central European, International","Vegetarian Friendly, Gluten Free Options","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,732.0
339,Trattoria Pizzeria La Valle estab. 1998,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, After-hours","Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Table Service, Street Parking, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Credit Cards, Family style, Non-smoking restaurants",4.0,344.0
340,Steinheil 16,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, After-hours","German, Austrian, European, Central European",Vegetarian Friendly,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,1074.0
341,Giesinger Braustüberl,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, Drinks","German, European, Central European","Vegetarian Friendly, Vegan Options","Outdoor Seating, Seating, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service",4.0,370.0
342,Schwarzreiter Tagesbar & Restaurant,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner","German, European, Diner, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.5,1124.0
343,Storia,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner","Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",4.0,224.0
344,Tambosi,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, After-hours, Drinks","Bar, Pizza, Cafe, Diner, Mediterranean, European",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service",2.5,726.0
345,HANS IM GLUECK Burgergrill & Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner","American, Bar","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Discover, Accepts Credit Cards, Table Service, Highchairs Available",4.0,568.0
346,Munchner Stubn,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, Drinks, Brunch, After-hours","Gastropub, German, European, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Gift Cards Available, Accepts Credit Cards, Table Service",4.0,1557.0
347,Drunken Cow Bar & Grill,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, After-hours, Drinks","Steakhouse, American, Bar, Barbecue, Grill","Vegetarian Friendly, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Digital Payments, Accepts Credit Cards, Table Service, Street Parking",4.5,133.0
348,Sushi Sano,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner","Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options","Takeout, Seating, Serves Alcohol, Table Service",4.0,234.0
349,Atzinger,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner, Brunch, After-hours","German, Bar, European, Central European",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service",4.0,216.0
350,zum Spoeckmeier,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Breakfast, Lunch, Dinner, After-hours, Drinks",German,"Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Full Bar, Accepts Credit Cards, Table Service",4.0,1678.0
351,Galleria Ristorante,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner","Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Accepts Mastercard, Accepts Visa, Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.0,892.0
352,Nepal Haus,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lunch, Dinner","Asian, Nepalese","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Serves Alcohol, Table Service",4.5,149.0
353,Pillhofer,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Nuremberg""]",Germany,Bavaria,Franconia,Nuremberg,"Lunch, Dinner, After-hours, Drinks","German, European, Central European, Bar","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Highchairs Available",4.0,561.0
354,Gutmann am Dutzendteich,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Nuremberg""]",Germany,Bavaria,Franconia,Nuremberg,"Lunch, Dinner, After-hours","German, European, Central European","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service, Full Bar",4.0,226.0
355,Provenza,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Nuremberg""]",Germany,Bavaria,Franconia,Nuremberg,"Lunch, Dinner, Drinks, After-hours","Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options","Wheelchair Accessible, Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Credit Cards, Table Service, Free Wifi",3.5,384.0
